UID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,buy
UID4008,45,admin.,divorced,secondary,no,984,yes,no,unknown,8,may,298,5,-1,0,unknown,0
UID4009,44,management,married,tertiary,no,226,yes,no,cellular,17,nov,76,3,-1,0,unknown,0
UID4010,53,retired,married,secondary,no,357,no,no,unknown,18,jun,154,2,-1,0,unknown,0
UID4011,54,services,married,secondary,no,812,no,no,cellular,31,jul,113,6,-1,0,unknown,0
UID4012,63,housemaid,married,primary,no,91,no,no,telephone,26,aug,128,3,-1,0,unknown,1
UID4013,52,services,divorced,secondary,no,0,yes,no,cellular,11,may,243,2,-1,0,unknown,0
UID4014,36,management,single,tertiary,no,876,yes,no,unknown,23,may,241,2,-1,0,unknown,0
UID4015,38,admin.,married,tertiary,no,69,no,no,cellular,17,apr,140,2,-1,0,unknown,0
UID4016,43,technician,married,secondary,no,714,yes,no,cellular,16,jul,255,1,-1,0,unknown,0
UID4017,55,services,married,secondary,no,283,yes,no,unknown,19,may,156,1,-1,0,unknown,0
UID4018,40,technician,married,secondary,no,782,yes,no,unknown,14,may,224,2,-1,0,unknown,0
UID4019,31,housemaid,married,secondary,no,14,no,no,cellular,19,nov,46,1,-1,0,unknown,0
UID4020,23,technician,single,secondary,no,4545,no,no,cellular,25,sep,242,1,114,1,failure,0
UID4021,46,unemployed,married,secondary,no,594,no,no,cellular,4,feb,197,2,-1,0,unknown,0
UID4022,57,technician,married,secondary,no,1158,no,no,unknown,17,nov,204,2,109,21,other,0
UID4023,55,unemployed,married,secondary,no,1436,yes,no,cellular,4,feb,969,2,-1,0,unknown,0
UID4024,37,blue-collar,married,secondary,no,520,yes,no,cellular,2,feb,54,1,255,2,failure,0
UID4025,54,self-employed,married,secondary,no,9,yes,no,cellular,22,jul,113,2,-1,0,unknown,0
UID4026,31,technician,single,tertiary,no,1214,no,no,cellular,3,feb,39,1,-1,0,unknown,0
UID4027,40,management,married,tertiary,no,3352,yes,no,telephone,23,oct,138,1,-1,0,unknown,1
UID4028,45,management,married,tertiary,no,634,yes,no,cellular,25,jul,227,1,-1,0,unknown,0
UID4029,35,blue-collar,married,unknown,no,245,yes,no,cellular,11,may,134,2,370,1,failure,0
UID4030,23,student,single,secondary,no,318,yes,no,unknown,9,may,545,2,-1,0,unknown,0
UID4031,48,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,2,feb,115,2,187,2,failure,0
UID4032,47,entrepreneur,married,secondary,no,0,no,no,unknown,5,jun,1446,1,-1,0,unknown,1
UID4033,28,admin.,single,tertiary,no,422,yes,no,unknown,9,may,274,1,-1,0,unknown,0
UID4034,46,blue-collar,married,secondary,no,4044,no,no,cellular,7,jul,326,3,-1,0,unknown,0
UID4035,41,management,married,tertiary,no,4063,yes,no,cellular,21,nov,110,2,-1,0,unknown,0
UID4036,45,unemployed,married,unknown,no,490,yes,no,cellular,5,feb,776,3,-1,0,unknown,0
UID4037,54,blue-collar,married,primary,no,45,yes,no,unknown,18,jun,142,20,-1,0,unknown,0
UID4038,54,blue-collar,married,primary,no,-219,yes,no,unknown,15,may,276,4,-1,0,unknown,0
UID4039,34,blue-collar,single,primary,no,326,yes,no,cellular,29,jul,263,2,-1,0,unknown,0
UID4040,36,blue-collar,married,secondary,no,0,yes,no,cellular,17,apr,87,2,322,4,failure,0
UID4041,34,services,divorced,secondary,no,107,no,yes,cellular,18,nov,110,2,-1,0,unknown,0
UID4042,32,management,single,tertiary,no,2059,no,no,cellular,4,feb,886,2,-1,0,unknown,0
UID4043,36,self-employed,married,secondary,no,14,yes,yes,cellular,11,may,210,1,-1,0,unknown,0
UID4044,39,management,married,tertiary,no,45,no,no,cellular,28,aug,148,4,-1,0,unknown,0
UID4045,45,technician,married,secondary,no,3583,yes,no,unknown,15,may,191,1,-1,0,unknown,0
UID4046,30,technician,single,secondary,no,710,no,no,cellular,14,aug,306,8,-1,0,unknown,0
UID4047,30,services,single,tertiary,no,3516,yes,no,unknown,29,may,447,4,-1,0,unknown,0
UID4048,31,admin.,single,secondary,no,140,yes,yes,cellular,5,may,111,1,-1,0,unknown,0
UID4049,35,management,divorced,tertiary,no,500,yes,no,cellular,5,feb,177,1,252,1,failure,0
UID4050,47,unemployed,married,secondary,yes,0,no,no,cellular,18,nov,81,2,-1,0,unknown,0
UID4051,72,retired,married,secondary,no,5715,no,no,cellular,17,may,1114,1,181,2,success,1
UID4052,29,blue-collar,married,secondary,no,2378,yes,yes,cellular,20,apr,239,1,276,6,failure,0
UID4053,42,admin.,single,secondary,no,336,yes,no,unknown,4,jun,46,2,-1,0,unknown,0
UID4054,34,blue-collar,married,secondary,no,1988,yes,no,telephone,29,jan,53,1,266,2,failure,0
UID4055,35,services,married,secondary,no,195,yes,no,cellular,17,apr,203,1,-1,0,unknown,0
UID4056,50,management,divorced,primary,no,-6,yes,no,unknown,19,may,92,2,-1,0,unknown,0
UID4057,53,management,married,secondary,no,2693,no,no,cellular,5,mar,90,1,104,1,failure,1
UID4058,48,management,married,secondary,no,438,no,no,cellular,4,feb,42,5,-1,0,unknown,0
UID4059,34,services,single,secondary,no,313,yes,no,cellular,14,jul,634,3,-1,0,unknown,0
UID4060,41,blue-collar,married,secondary,no,-256,yes,no,unknown,3,jun,147,2,-1,0,unknown,0
UID4061,33,technician,single,secondary,no,-242,yes,no,cellular,15,may,49,3,-1,0,unknown,0
UID4062,29,services,single,secondary,no,-72,yes,no,unknown,12,may,208,1,-1,0,unknown,0
UID4063,69,housemaid,single,unknown,no,2493,no,no,cellular,13,aug,368,1,-1,0,unknown,0
UID4064,41,services,married,secondary,no,121,yes,no,cellular,17,apr,41,1,324,1,other,0
UID4065,42,admin.,married,tertiary,no,1536,no,no,cellular,6,aug,140,1,182,4,failure,0
UID4066,44,blue-collar,married,secondary,no,1025,yes,no,cellular,21,dec,116,2,202,1,failure,0
UID4067,42,services,married,secondary,no,1007,no,no,unknown,5,jun,139,1,-1,0,unknown,0
UID4068,32,admin.,single,secondary,no,6042,yes,no,cellular,15,may,183,1,361,1,failure,0
UID4069,44,technician,married,secondary,no,1196,yes,yes,unknown,28,may,61,1,-1,0,unknown,0
UID4070,53,management,married,tertiary,no,-601,yes,no,unknown,30,may,509,2,-1,0,unknown,0
UID4071,42,entrepreneur,single,tertiary,no,231,no,no,unknown,17,jun,241,1,-1,0,unknown,0
UID4072,37,admin.,married,secondary,no,306,no,no,unknown,16,jun,73,1,-1,0,unknown,0
UID4073,34,blue-collar,single,secondary,no,1759,no,yes,cellular,25,jul,695,1,-1,0,unknown,1
UID4074,42,housemaid,married,primary,no,14752,no,no,unknown,19,may,107,2,-1,0,unknown,0
UID4075,36,admin.,married,secondary,no,313,yes,no,telephone,4,feb,403,2,-1,0,unknown,0
UID4076,32,entrepreneur,married,tertiary,no,28,no,no,cellular,5,aug,287,1,-1,0,unknown,0
UID4077,42,management,married,tertiary,no,744,no,no,unknown,6,may,157,1,-1,0,unknown,0
UID4078,56,admin.,married,secondary,no,2087,yes,no,unknown,12,may,146,1,-1,0,unknown,0
UID4079,42,management,single,tertiary,yes,130,yes,yes,cellular,18,nov,112,1,-1,0,unknown,0
UID4080,36,management,single,tertiary,no,202,no,no,cellular,13,aug,150,4,-1,0,unknown,0
UID4081,39,services,married,secondary,no,1116,yes,no,cellular,30,jul,486,2,-1,0,unknown,0
UID4082,44,unemployed,married,primary,yes,-43,yes,no,cellular,9,feb,290,6,-1,0,unknown,0
UID4083,35,technician,married,secondary,no,840,yes,no,cellular,29,jul,281,4,-1,0,unknown,0
UID4084,40,entrepreneur,divorced,tertiary,no,224,no,no,unknown,20,jun,606,1,-1,0,unknown,0
UID4085,46,blue-collar,married,unknown,no,990,yes,no,cellular,9,jul,420,1,-1,0,unknown,0
UID4086,24,student,single,secondary,no,486,no,no,cellular,26,feb,281,2,270,2,other,0
UID4087,36,blue-collar,married,secondary,no,1193,no,no,cellular,30,oct,640,1,-1,0,unknown,1
UID4088,33,management,single,tertiary,no,2059,no,no,cellular,29,aug,106,2,-1,0,unknown,0
UID4089,59,self-employed,married,tertiary,no,10360,no,no,unknown,6,jun,37,1,-1,0,unknown,0
UID4090,45,blue-collar,married,secondary,no,431,yes,no,unknown,12,may,29,1,-1,0,unknown,0
UID4091,33,self-employed,single,tertiary,no,1049,no,no,cellular,4,may,126,4,-1,0,unknown,0
UID4092,34,management,single,tertiary,no,4348,yes,no,cellular,28,aug,373,8,-1,0,unknown,0
UID4093,39,housemaid,married,primary,no,0,yes,no,cellular,19,aug,92,4,-1,0,unknown,0
UID4094,32,admin.,single,secondary,no,8619,yes,no,cellular,19,nov,267,2,-1,0,unknown,0
UID4095,47,admin.,married,secondary,no,707,yes,no,cellular,29,apr,152,3,-1,0,unknown,0
UID4096,29,management,married,tertiary,no,246,yes,no,unknown,9,may,45,1,-1,0,unknown,0
UID4097,24,services,single,secondary,yes,-122,yes,no,unknown,13,may,1000,1,-1,0,unknown,1
UID4098,30,technician,single,tertiary,no,0,no,yes,telephone,14,aug,226,3,-1,0,unknown,0
UID4099,59,retired,married,primary,no,2568,no,no,cellular,20,aug,63,5,-1,0,unknown,0
UID4100,41,blue-collar,married,primary,no,336,yes,no,cellular,5,feb,192,2,8,1,other,0
UID4101,49,entrepreneur,married,tertiary,no,4976,yes,no,cellular,13,may,36,9,173,1,failure,0
UID4102,51,entrepreneur,married,secondary,yes,-2082,no,yes,cellular,28,jul,123,6,-1,0,unknown,0
UID4103,38,services,married,secondary,no,-32,yes,no,unknown,7,may,154,2,-1,0,unknown,0
UID4104,29,management,single,tertiary,no,-689,yes,no,cellular,29,jul,199,9,-1,0,unknown,0
UID4105,44,management,married,tertiary,no,309,yes,no,cellular,5,feb,676,1,-1,0,unknown,1
UID4106,27,student,single,tertiary,no,311,no,no,telephone,2,mar,187,3,322,1,other,1
UID4107,49,blue-collar,married,secondary,no,1219,yes,no,cellular,26,aug,168,5,-1,0,unknown,0
UID4108,44,blue-collar,married,secondary,no,582,no,yes,unknown,5,may,211,1,-1,0,unknown,0
UID4109,22,blue-collar,single,primary,no,3198,yes,no,unknown,28,may,109,2,-1,0,unknown,0
UID4110,34,admin.,married,primary,no,239,yes,no,unknown,2,jun,107,2,-1,0,unknown,0
UID4111,38,unemployed,married,primary,no,-363,no,no,unknown,12,jun,340,2,-1,0,unknown,0
UID4112,75,retired,divorced,secondary,no,105,no,no,cellular,14,apr,232,1,-1,0,unknown,0
UID4113,33,technician,single,tertiary,no,258,no,no,cellular,12,mar,80,4,-1,0,unknown,1
UID4114,58,blue-collar,married,primary,no,47,no,no,cellular,6,aug,281,2,-1,0,unknown,0
UID4115,53,technician,married,secondary,no,112,no,no,telephone,4,may,104,4,-1,0,unknown,0
UID4116,49,unemployed,married,primary,no,157,yes,no,cellular,2,feb,131,2,-1,0,unknown,0
UID4117,48,admin.,divorced,secondary,no,0,yes,yes,cellular,23,jun,248,1,89,1,failure,0
UID4118,33,management,single,secondary,no,2915,no,no,cellular,6,aug,126,2,-1,0,unknown,0
UID4119,32,blue-collar,divorced,primary,no,142,yes,no,cellular,15,jul,257,5,-1,0,unknown,0
UID4120,38,technician,married,tertiary,no,432,yes,no,cellular,15,may,10,2,373,1,other,0
UID4121,33,housemaid,married,primary,no,813,no,no,telephone,18,aug,331,2,-1,0,unknown,0
UID4122,56,services,married,unknown,no,616,no,no,unknown,18,jun,1812,1,-1,0,unknown,0
UID4123,42,entrepreneur,married,tertiary,no,287,yes,yes,unknown,30,may,83,2,-1,0,unknown,0
UID4124,55,services,divorced,primary,no,653,no,no,unknown,6,jun,800,1,-1,0,unknown,0
UID4125,57,blue-collar,married,primary,no,4073,no,no,unknown,17,jun,193,3,-1,0,unknown,0
UID4126,45,blue-collar,married,primary,no,789,no,yes,cellular,29,jan,79,1,-1,0,unknown,0
UID4127,53,management,married,tertiary,no,583,no,no,cellular,17,nov,226,1,184,4,success,1
UID4128,31,blue-collar,married,secondary,no,-190,yes,yes,cellular,8,may,299,3,-1,0,unknown,0
UID4129,33,technician,married,tertiary,no,980,no,no,cellular,12,aug,172,2,-1,0,unknown,0
UID4130,54,services,married,unknown,no,7864,yes,no,unknown,15,may,145,4,-1,0,unknown,0
UID4131,65,retired,married,primary,no,493,no,no,cellular,16,oct,622,1,182,1,failure,0
UID4132,32,admin.,married,secondary,no,9049,yes,no,cellular,21,nov,536,1,-1,0,unknown,0
UID4133,38,technician,married,tertiary,no,88,no,no,cellular,8,nov,282,2,186,4,success,1
UID4134,34,admin.,married,tertiary,no,788,yes,no,cellular,5,feb,269,1,-1,0,unknown,0
UID4135,59,technician,single,secondary,no,571,no,yes,unknown,2,aug,25,1,-1,0,unknown,0
UID4136,61,retired,married,primary,no,0,yes,yes,telephone,18,aug,280,13,-1,0,unknown,0
UID4137,38,blue-collar,single,primary,no,0,yes,no,cellular,11,may,284,4,-1,0,unknown,0
UID4138,35,blue-collar,married,secondary,no,-102,yes,no,cellular,14,jul,334,3,-1,0,unknown,0
UID4139,44,technician,married,secondary,no,326,yes,no,cellular,8,aug,108,2,-1,0,unknown,0
UID4140,37,blue-collar,married,primary,no,-325,yes,yes,unknown,6,may,112,2,-1,0,unknown,0
UID4141,30,technician,married,secondary,no,24,yes,no,cellular,18,jul,112,3,-1,0,unknown,0
UID4142,31,technician,married,secondary,no,-360,yes,no,unknown,27,may,93,2,-1,0,unknown,0
UID4143,34,services,married,secondary,no,80,no,yes,cellular,10,jul,240,1,-1,0,unknown,0
UID4144,37,technician,married,secondary,no,-403,yes,no,unknown,30,may,31,6,-1,0,unknown,0
UID4145,40,technician,married,secondary,no,1716,yes,no,cellular,12,aug,226,8,-1,0,unknown,0
UID4146,19,student,single,primary,no,103,no,no,cellular,15,oct,96,2,97,2,success,0
UID4147,30,technician,single,secondary,yes,1,no,no,cellular,7,aug,407,4,-1,0,unknown,0
UID4148,44,entrepreneur,married,secondary,no,0,no,no,unknown,14,may,211,2,-1,0,unknown,0
UID4149,58,services,divorced,secondary,no,796,no,no,cellular,18,aug,102,7,-1,0,unknown,0
UID4150,33,technician,single,secondary,no,4792,no,no,cellular,26,may,131,3,-1,0,unknown,0
UID4151,83,retired,married,secondary,no,0,no,no,telephone,7,may,201,2,268,2,failure,0
UID4152,26,student,single,secondary,no,203,no,no,cellular,16,nov,104,1,196,1,failure,0
UID4153,46,admin.,married,secondary,no,5169,no,no,cellular,22,jul,72,14,-1,0,unknown,0
UID4154,40,services,married,secondary,no,193,yes,yes,cellular,7,jul,190,1,-1,0,unknown,0
UID4155,49,blue-collar,married,primary,no,2068,yes,no,unknown,3,jun,45,1,-1,0,unknown,0
UID4156,63,retired,married,secondary,no,1612,no,no,telephone,17,feb,233,2,-1,0,unknown,1
UID4157,31,technician,single,secondary,no,538,yes,no,cellular,17,apr,660,3,-1,0,unknown,0
UID4158,41,technician,married,secondary,no,457,yes,yes,unknown,26,may,181,2,-1,0,unknown,0
UID4159,34,management,single,tertiary,no,612,no,no,cellular,30,apr,192,1,-1,0,unknown,0
UID4160,54,retired,married,tertiary,no,4104,no,no,cellular,15,jul,68,8,-1,0,unknown,0
UID4161,31,technician,single,tertiary,no,1081,no,no,cellular,24,apr,202,5,261,2,failure,1
UID4162,48,management,divorced,tertiary,no,1010,yes,no,cellular,20,aug,65,1,-1,0,unknown,0
UID4163,60,retired,divorced,secondary,no,2047,yes,no,telephone,21,jul,241,3,-1,0,unknown,0
UID4164,41,blue-collar,married,primary,no,865,no,yes,unknown,19,may,19,5,-1,0,unknown,0
UID4165,57,management,married,secondary,no,-868,yes,yes,cellular,23,jul,186,1,-1,0,unknown,0
UID4166,42,admin.,divorced,secondary,no,154,yes,no,cellular,13,may,133,2,-1,0,unknown,0
UID4167,44,technician,married,secondary,no,0,no,no,unknown,2,jun,302,1,-1,0,unknown,0
UID4168,36,services,married,secondary,no,22,yes,no,cellular,6,may,125,2,-1,0,unknown,0
UID4169,41,self-employed,married,secondary,no,2812,yes,no,unknown,3,jun,447,1,-1,0,unknown,0
UID4170,32,technician,single,tertiary,no,665,yes,no,cellular,21,nov,22,5,-1,0,unknown,0
UID4171,41,management,married,tertiary,yes,852,yes,yes,cellular,27,aug,157,10,-1,0,unknown,0
UID4172,37,admin.,single,secondary,no,569,yes,yes,unknown,6,may,126,2,-1,0,unknown,0
UID4173,30,self-employed,married,primary,no,674,yes,no,cellular,21,nov,72,2,-1,0,unknown,0
UID4174,32,blue-collar,single,secondary,no,1402,yes,no,cellular,7,may,343,3,295,5,other,0
UID4175,38,blue-collar,single,secondary,no,5891,yes,no,unknown,27,may,160,3,-1,0,unknown,0
UID4176,69,retired,married,primary,no,579,no,no,cellular,14,aug,230,1,-1,0,unknown,0
UID4177,46,technician,divorced,tertiary,no,0,yes,no,cellular,11,aug,249,5,-1,0,unknown,0
UID4178,52,blue-collar,married,primary,no,1141,yes,no,cellular,12,may,22,5,-1,0,unknown,0
UID4179,45,technician,single,tertiary,no,1591,no,no,cellular,15,jul,392,4,-1,0,unknown,0
UID4180,48,services,divorced,unknown,no,973,no,no,cellular,8,oct,319,1,134,2,success,1
UID4181,36,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,273,2,131,1,failure,0
UID4182,36,blue-collar,single,secondary,no,275,yes,no,cellular,17,apr,89,1,332,2,failure,0
UID4183,31,blue-collar,married,secondary,no,2577,yes,no,unknown,13,may,611,2,-1,0,unknown,0
UID4184,47,housemaid,single,tertiary,no,3232,no,no,telephone,16,mar,294,1,274,2,failure,0
UID4185,51,unemployed,single,tertiary,no,1594,no,no,telephone,4,feb,197,1,-1,0,unknown,0
UID4186,26,management,single,tertiary,no,-8,no,no,cellular,13,aug,402,2,-1,0,unknown,0
UID4187,41,housemaid,married,primary,no,322,no,no,cellular,7,may,105,1,324,2,failure,0
UID4188,29,admin.,single,secondary,no,345,yes,yes,cellular,30,jul,98,13,-1,0,unknown,0
UID4189,46,blue-collar,married,tertiary,no,1497,yes,no,unknown,19,may,374,6,-1,0,unknown,0
UID4190,36,services,married,secondary,no,0,yes,no,cellular,18,nov,1093,2,-1,0,unknown,0
UID4191,46,technician,married,secondary,no,0,no,no,cellular,19,nov,54,1,-1,0,unknown,0
UID4192,29,management,single,tertiary,no,1445,no,no,cellular,4,dec,271,2,-1,0,unknown,1
UID4193,56,management,divorced,tertiary,no,4266,yes,no,unknown,17,jun,490,4,-1,0,unknown,1
UID4194,58,management,married,tertiary,no,714,yes,no,unknown,15,may,850,6,-1,0,unknown,0
UID4195,60,technician,married,secondary,no,824,yes,no,cellular,9,feb,127,1,558,7,other,1
UID4196,47,blue-collar,married,secondary,no,0,yes,no,cellular,21,jul,676,1,-1,0,unknown,0
UID4197,19,student,single,secondary,no,302,no,no,cellular,16,jul,205,1,-1,0,unknown,1
UID4198,59,admin.,married,secondary,no,205,no,no,telephone,1,jun,277,1,-1,0,unknown,0
UID4199,30,blue-collar,married,secondary,no,-2,yes,no,unknown,9,may,136,2,-1,0,unknown,0
UID4200,45,blue-collar,married,primary,no,2348,yes,no,cellular,17,apr,492,1,148,1,other,0
UID4201,35,unemployed,single,tertiary,no,415,no,no,cellular,4,feb,649,1,176,1,failure,1
UID4202,26,services,single,secondary,no,3,no,yes,cellular,21,jul,140,4,-1,0,unknown,0
UID4203,54,management,divorced,tertiary,no,487,yes,no,unknown,21,may,828,4,-1,0,unknown,1
UID4204,31,management,married,secondary,no,1064,no,no,telephone,20,nov,60,1,-1,0,unknown,0
UID4205,76,retired,married,secondary,no,852,no,no,telephone,3,feb,283,2,-1,0,unknown,0
UID4206,49,admin.,married,secondary,no,428,yes,no,unknown,5,may,50,1,-1,0,unknown,0
UID4207,70,retired,divorced,secondary,no,4572,no,no,cellular,8,jul,173,11,162,5,failure,0
UID4208,59,blue-collar,married,secondary,yes,-918,yes,no,unknown,16,jun,253,2,-1,0,unknown,0
UID4209,31,management,married,tertiary,no,6138,no,no,cellular,19,jun,241,5,-1,0,unknown,0
UID4210,33,management,married,tertiary,no,2374,yes,yes,cellular,8,aug,212,2,-1,0,unknown,0
UID4211,32,management,married,tertiary,no,11281,no,no,cellular,19,nov,155,1,-1,0,unknown,0
UID4212,49,management,married,tertiary,no,5795,yes,no,cellular,17,apr,75,1,-1,0,unknown,0
UID4213,47,admin.,divorced,secondary,no,0,no,no,cellular,3,apr,335,1,-1,0,unknown,0
UID4214,47,blue-collar,married,secondary,yes,-614,yes,no,unknown,26,may,118,2,-1,0,unknown,0
UID4215,32,management,single,tertiary,no,623,no,no,telephone,24,dec,273,1,203,1,failure,0
UID4216,36,student,single,secondary,no,3551,yes,no,telephone,15,may,134,9,-1,0,unknown,0
UID4217,36,self-employed,married,tertiary,no,15,yes,no,unknown,28,may,64,4,-1,0,unknown,0
UID4218,49,admin.,married,secondary,no,387,yes,no,unknown,14,may,347,1,-1,0,unknown,0
UID4219,45,blue-collar,single,primary,no,308,yes,no,cellular,23,jul,191,2,-1,0,unknown,0
UID4220,40,blue-collar,single,secondary,yes,61,no,no,cellular,23,jul,68,2,-1,0,unknown,0
UID4221,26,self-employed,single,tertiary,no,657,no,yes,cellular,17,mar,159,2,-1,0,unknown,0
UID4222,57,blue-collar,married,secondary,no,8195,yes,no,unknown,19,may,160,2,-1,0,unknown,0
UID4223,31,management,married,tertiary,no,301,yes,no,cellular,18,may,34,6,-1,0,unknown,0
UID4224,38,housemaid,married,secondary,no,1508,no,yes,cellular,8,jul,306,2,-1,0,unknown,0
UID4225,26,blue-collar,single,secondary,no,786,yes,yes,unknown,14,may,103,5,-1,0,unknown,0
UID4226,48,blue-collar,married,primary,no,3020,no,no,cellular,12,aug,645,3,-1,0,unknown,0
UID4227,42,blue-collar,divorced,secondary,no,667,yes,no,cellular,15,jul,419,8,-1,0,unknown,0
UID4228,29,blue-collar,married,primary,no,10191,yes,no,cellular,15,may,282,2,-1,0,unknown,0
UID4229,35,blue-collar,married,secondary,no,2688,yes,no,unknown,20,may,281,1,-1,0,unknown,0
UID4230,37,blue-collar,married,primary,no,223,yes,no,cellular,7,may,569,1,297,3,failure,0
UID4231,40,technician,divorced,secondary,no,237,no,no,cellular,25,aug,87,5,-1,0,unknown,0
UID4232,44,admin.,single,secondary,no,1534,no,no,cellular,10,nov,95,1,95,3,success,1
UID4233,60,services,married,secondary,no,292,no,yes,cellular,2,feb,260,5,195,4,failure,0
UID4234,57,management,married,tertiary,no,5431,yes,no,unknown,19,may,97,2,-1,0,unknown,0
UID4235,36,technician,single,secondary,no,310,no,no,cellular,21,aug,115,2,-1,0,unknown,0
UID4236,31,technician,single,secondary,no,218,no,no,cellular,26,aug,267,4,-1,0,unknown,0
UID4237,57,housemaid,married,primary,no,53,no,no,unknown,1,jul,215,3,-1,0,unknown,0
UID4238,38,technician,single,tertiary,no,23,no,no,cellular,23,jul,194,1,-1,0,unknown,0
UID4239,40,services,married,secondary,no,3164,yes,no,cellular,3,apr,329,2,-1,0,unknown,0
UID4240,51,entrepreneur,married,unknown,no,2396,yes,no,cellular,6,may,241,2,-1,0,unknown,0
UID4241,41,unemployed,divorced,primary,no,487,no,no,cellular,16,nov,163,1,200,1,failure,0
UID4242,32,management,married,tertiary,no,233,yes,no,unknown,7,may,193,1,-1,0,unknown,0
UID4243,44,technician,single,secondary,no,696,yes,no,unknown,16,may,680,3,-1,0,unknown,0
UID4244,51,technician,divorced,secondary,no,2323,yes,yes,cellular,18,aug,151,10,-1,0,unknown,0
UID4245,54,retired,married,secondary,no,153,yes,yes,unknown,26,may,74,1,-1,0,unknown,0
UID4246,57,management,married,tertiary,no,1660,no,no,cellular,4,aug,642,1,-1,0,unknown,1
UID4247,37,technician,married,secondary,no,3728,no,no,unknown,20,jun,55,4,-1,0,unknown,0
UID4248,36,blue-collar,single,primary,no,4519,yes,no,unknown,23,may,117,2,-1,0,unknown,0
UID4249,36,blue-collar,married,secondary,no,0,no,no,unknown,14,may,636,6,-1,0,unknown,0
UID4250,37,management,divorced,secondary,no,1655,yes,no,cellular,12,may,178,1,175,2,failure,0
UID4251,56,management,married,tertiary,no,25290,no,no,cellular,31,jul,81,12,-1,0,unknown,0
UID4252,38,blue-collar,married,secondary,no,1116,no,no,unknown,9,jun,80,3,-1,0,unknown,0
UID4253,45,management,married,unknown,no,9051,yes,no,unknown,19,may,124,63,-1,0,unknown,0
UID4254,36,admin.,married,secondary,no,957,yes,no,unknown,21,may,206,1,-1,0,unknown,0
UID4255,49,management,married,tertiary,no,271,yes,no,cellular,5,feb,18,6,-1,0,unknown,0
UID4256,33,management,single,tertiary,no,76,yes,no,unknown,7,may,256,3,-1,0,unknown,0
UID4257,55,management,divorced,tertiary,no,26306,yes,no,cellular,23,sep,84,1,589,4,failure,0
UID4258,59,management,married,tertiary,no,1,yes,no,cellular,29,apr,210,1,-1,0,unknown,1
UID4259,48,blue-collar,married,secondary,no,3008,yes,yes,cellular,18,nov,163,1,187,3,failure,0
UID4260,47,blue-collar,married,tertiary,no,1707,no,no,cellular,27,aug,71,7,-1,0,unknown,0
UID4261,35,management,single,secondary,no,1031,yes,no,cellular,22,jul,254,1,-1,0,unknown,0
UID4262,34,admin.,single,secondary,no,3160,no,no,cellular,15,may,22,8,331,13,failure,0
UID4263,38,technician,married,secondary,no,581,yes,no,unknown,6,may,79,1,-1,0,unknown,0
UID4264,31,technician,single,secondary,no,674,yes,yes,unknown,3,jun,150,3,-1,0,unknown,0
UID4265,33,management,divorced,tertiary,no,2240,no,no,cellular,3,jun,198,1,-1,0,unknown,1
UID4266,33,housemaid,single,secondary,no,96,yes,no,cellular,14,may,30,6,-1,0,unknown,0
UID4267,37,blue-collar,married,primary,no,5643,yes,no,unknown,21,may,295,1,-1,0,unknown,0
UID4268,57,management,married,tertiary,no,1287,yes,no,cellular,8,apr,180,2,-1,0,unknown,0
UID4269,33,blue-collar,single,secondary,no,1387,no,no,cellular,5,feb,185,1,-1,0,unknown,0
UID4270,60,entrepreneur,divorced,secondary,no,1307,yes,no,unknown,27,may,328,11,-1,0,unknown,0
UID4271,31,blue-collar,married,secondary,no,43,yes,no,cellular,12,may,137,1,-1,0,unknown,0
UID4272,44,technician,married,secondary,no,227,yes,yes,cellular,8,may,364,1,262,2,failure,0
UID4273,44,management,married,tertiary,no,0,no,no,cellular,28,jan,320,2,-1,0,unknown,0
UID4274,44,services,married,tertiary,no,510,yes,no,unknown,5,may,421,4,-1,0,unknown,0
UID4275,32,management,single,tertiary,no,1010,yes,no,cellular,16,jul,924,1,-1,0,unknown,0
UID4276,42,blue-collar,married,primary,no,686,yes,no,cellular,15,may,1326,6,175,3,failure,0
UID4277,34,unemployed,single,secondary,no,1965,no,no,telephone,4,may,714,1,-1,0,unknown,1
UID4278,35,services,single,secondary,no,11,yes,no,cellular,25,jul,294,1,-1,0,unknown,0
UID4279,26,blue-collar,married,primary,no,595,yes,yes,cellular,18,may,222,3,-1,0,unknown,0
UID4280,55,retired,married,secondary,no,159,no,no,cellular,28,aug,159,1,-1,0,unknown,0
UID4281,38,technician,divorced,secondary,no,-397,yes,yes,cellular,21,jul,91,9,-1,0,unknown,0
UID4282,27,services,single,secondary,no,-151,no,no,cellular,8,jul,283,2,-1,0,unknown,0
UID4283,48,blue-collar,married,primary,no,0,no,yes,cellular,5,aug,67,1,-1,0,unknown,0
UID4284,45,management,divorced,tertiary,no,2096,no,no,cellular,13,aug,317,2,-1,0,unknown,0
UID4285,41,management,divorced,tertiary,no,3355,no,no,cellular,14,oct,181,2,500,1,failure,0
UID4286,26,admin.,single,tertiary,no,313,no,yes,cellular,26,feb,210,2,-1,0,unknown,1
UID4287,25,management,married,unknown,no,448,no,no,cellular,5,feb,151,1,297,1,success,1
UID4288,37,technician,single,secondary,no,2139,yes,no,cellular,14,may,146,3,-1,0,unknown,0
